"cost","etrain","etest"
1e-04,49.6688741721854,25.8706467661692
0.000102329299228075,49.6688741721854,25.8706467661692
0.00010471285480509,49.6688741721854,25.8706467661692
0.000107151930523761,49.6688741721854,25.8706467661692
0.000109647819614319,49.6688741721854,25.8706467661692
0.000112201845430196,49.6688741721854,25.8706467661692
0.000114815362149688,49.6688741721854,25.8706467661692
0.000117489755493953,49.6688741721854,25.8706467661692
0.000120226443461741,49.6688741721854,25.8706467661692
0.000123026877081238,49.6688741721854,25.8706467661692
0.000125892541179417,49.6688741721854,25.8706467661692
0.000128824955169313,49.6688741721854,25.8706467661692
0.000131825673855641,49.6688741721854,25.8706467661692
0.000134896288259165,49.6688741721854,25.8706467661692
0.000138038426460289,49.6688741721854,25.8706467661692
0.000141253754462275,49.6688741721854,25.8706467661692
0.000144543977074593,49.6688741721854,25.8706467661692
0.000147910838816821,49.6688741721854,25.8706467661692
0.000151356124843621,49.6688741721854,25.8706467661692
0.000154881661891248,49.6688741721854,25.8706467661692
0.000158489319246111,49.6688741721854,25.8706467661692
0.000162181009735893,49.6688741721854,25.8706467661692
0.000165958690743756,49.6688741721854,25.8706467661692
0.000169824365246174,49.6688741721854,25.8706467661692
0.000173780082874938,49.6688741721854,25.8706467661692
0.000177827941003892,49.6688741721854,25.8706467661692
0.000181970085860998,49.6688741721854,25.8706467661692
0.000186208713666287,49.6688741721854,25.8706467661692
0.000190546071796325,49.6688741721854,25.8706467661692
0.000194984459975805,49.6688741721854,25.8706467661692
0.000199526231496888,49.6688741721854,25.8706467661692
0.000204173794466953,49.6688741721854,25.8706467661692
0.000208929613085404,49.6688741721854,25.8706467661692
0.000213796208950223,49.6688741721854,25.8706467661692
0.000218776162394955,49.6688741721854,25.8706467661692
0.000223872113856834,49.6688741721854,25.8706467661692
0.000229086765276777,49.6688741721854,25.8706467661692
0.000234422881531992,49.6688741721854,25.8706467661692
0.000239883291901949,49.6688741721854,25.8706467661692
0.000245470891568503,49.6688741721854,25.8706467661692
0.000251188643150958,49.6688741721854,25.8706467661692
0.000257039578276886,49.6688741721854,25.8706467661692
0.000263026799189538,49.6688741721854,25.8706467661692
0.000269153480392692,49.6688741721854,25.8706467661692
0.000275422870333817,49.6688741721854,25.8706467661692
0.000281838293126446,49.6688741721854,25.8706467661692
0.000288403150312661,49.6688741721854,25.8706467661692
0.000295120922666639,49.6688741721854,25.8706467661692
0.000301995172040202,49.6688741721854,25.8706467661692
0.000309029543251359,49.6688741721854,25.8706467661692
0.000316227766016838,49.6688741721854,25.8706467661692
0.000323593656929628,49.6688741721854,25.8706467661692
0.000331131121482591,49.6688741721854,25.8706467661692
0.000338844156139203,49.6688741721854,25.8706467661692
0.000346736850452532,49.6688741721854,25.8706467661692
0.000354813389233575,49.6688741721854,25.8706467661692
0.000363078054770101,49.6688741721854,25.8706467661692
0.000371535229097173,49.6688741721854,25.8706467661692
0.000380189396320561,49.6688741721854,25.8706467661692
0.00038904514499428,49.6688741721854,25.8706467661692
0.000398107170553497,49.6688741721854,25.8706467661692
0.000407380277804113,49.6688741721854,25.8706467661692
0.000416869383470336,49.6688741721854,25.8706467661692
0.000426579518801593,49.6688741721854,25.8706467661692
0.000436515832240166,49.6688741721854,25.8706467661692
0.000446683592150963,49.6688741721854,25.8706467661692
0.000457088189614875,49.6688741721854,25.8706467661692
0.000467735141287198,49.6688741721854,25.8706467661692
0.000478630092322639,49.6688741721854,25.8706467661692
0.000489778819368446,49.6688741721854,25.8706467661692
0.000501187233627273,49.6688741721854,25.8706467661692
0.000512861383991365,49.6688741721854,25.8706467661692
0.000524807460249772,49.6688741721854,25.8706467661692
0.000537031796370253,49.6688741721854,25.8706467661692
0.000549540873857625,49.6688741721854,25.8706467661692
0.000562341325190349,49.6688741721854,25.8706467661692
0.000575439937337157,49.6688741721854,25.8706467661692
0.000588843655355589,49.6688741721854,25.8706467661692
0.000602559586074358,49.6688741721854,25.8706467661692
0.000616595001861482,49.6688741721854,25.8706467661692
0.000630957344480193,49.6688741721854,25.8706467661692
0.000645654229034656,49.6688741721854,25.8706467661692
0.000660693448007596,49.6688741721854,25.8706467661692
0.000676082975391982,49.6688741721854,25.8706467661692
0.000691830970918936,49.6688741721854,25.8706467661692
0.000707945784384138,49.6688741721854,25.8706467661692
0.00072443596007499,49.6688741721854,25.8706467661692
0.000741310241300918,49.6688741721854,25.8706467661692
0.000758577575029184,49.6688741721854,25.8706467661692
0.000776247116628692,49.6688741721854,25.8706467661692
0.000794328234724281,49.6688741721854,25.8706467661692
0.000812830516164099,49.6688741721854,25.8706467661692
0.000831763771102671,49.6688741721854,25.8706467661692
0.000851138038202377,49.6688741721854,25.8706467661692
0.000870963589956081,49.6688741721854,25.8706467661692
0.000891250938133746,49.6688741721854,25.8706467661692
0.00091201083935591,49.6688741721854,25.8706467661692
0.000933254300796991,49.6688741721854,25.8706467661692
0.000954992586021436,49.6688741721854,25.8706467661692
0.000977237220955811,49.6688741721854,25.8706467661692
0.001,49.6688741721854,25.8706467661692
0.00102329299228075,49.6688741721854,25.8706467661692
0.0010471285480509,49.6688741721854,25.8706467661692
