 "fvals","trainerr","testerr"
 212.452630811449,37.8109452736318,98.6754966887417
 1167.50277982105,35.3233830845771,30.4635761589404
 1733.79471367868,25.8706467661692,45.0331125827815
 1298.27324935217,32.3383084577114,33.7748344370861
 1632.33202922912,28.8557213930348,31.1258278145695
 1285.78534721695,50.7462686567164,87.4172185430464
 1045.48796906482,32.3383084577114,88.0794701986755
 892.710551659297,20.8955223880597,43.7086092715232
 1076.08546545973,41.2935323383085,92.0529801324503
 934.955558870822,25.8706467661692,33.7748344370861
 884.794267616988,24.3781094527363,40.3973509933775
 1123.20172836086,27.363184079602,57.6158940397351
 1028.61546600261,36.318407960199,41.7218543046358
 1023.28311709084,41.2935323383085,79.4701986754967
 1076.41125538358,35.3233830845771,48.3443708609271
 1127.90950665252,25.3731343283582,43.046357615894
 1070.85783944486,24.8756218905473,31.7880794701987
 2445.92384461315,36.81592039801,31.7880794701987
 811.892702855444,13.9303482587065,43.046357615894
 1038.78593434873,32.8358208955224,37.0860927152318
 1463.64750556496,36.81592039801,31.7880794701987
 1353.74971438068,36.81592039801,35.0993377483444
 1414.86094191536,45.273631840796,84.7682119205298
 1058.11954827967,41.2935323383085,90.728476821192
 1111.31986819003,27.363184079602,19.205298013245
 1110.02591589206,36.81592039801,34.4370860927152
 913.849153509018,33.3333333333333,86.0927152317881
 1272.94831762274,35.3233830845771,34.4370860927152
 1255.7822158468,39.8009950248756,88.0794701986755
 961.684823240439,24.8756218905473,51.6556291390729
 1121.90633657449,32.3383084577114,33.112582781457
 1095.29918622132,28.3582089552239,75.4966887417219
 1078.964068616,28.8557213930348,24.5033112582781
 982.170005780193,31.3432835820896,45.0331125827815
 1069.21483516065,27.363184079602,27.1523178807947
 891.696258787771,18.407960199005,45.0331125827815
 986.010519928922,39.8009950248756,84.1059602649007
 1533.74212650235,37.8109452736318,98.6754966887417
 975.523316751315,26.865671641791,49.0066225165563
 1220.48834312292,51.2437810945274,84.1059602649007
 1024.69912925552,25.8706467661692,27.8145695364238
 1445.24960675026,24.8756218905473,43.7086092715232
 1249.08973458991,32.3383084577114,54.3046357615894
 1301.18933719029,39.3034825870647,103.311258278146
 1201.35687903666,32.8358208955224,45.0331125827815
 1024.19637009422,28.8557213930348,53.6423841059603
 1082.90041449164,31.8407960199005,43.046357615894
 849.413656975632,25.8706467661692,42.3841059602649
 985.301686807997,25.3731343283582,30.4635761589404
 1168.89408866395,44.7761194029851,103.311258278146
 926.780944271354,20.8955223880597,29.8013245033113
 1092.72495805129,20.8955223880597,36.4238410596027
 1234.03713250705,31.8407960199005,41.0596026490066
 1010.92540000134,26.3681592039801,24.5033112582781
 1055.04962066999,34.3283582089552,36.4238410596027
 1022.57028642798,28.3582089552239,54.3046357615894
 1053.85688293929,34.3283582089552,30.4635761589404
 1250.75981402169,38.3084577114428,66.887417218543
 1370.07228411004,18.9054726368159,48.3443708609271
 1120.93811458516,20.3980099502488,50.3311258278146
 1287.93627632485,31.8407960199005,26.4900662251656
 1164.42126863368,35.3233830845771,81.4569536423841
 1548.03072980435,31.8407960199005,32.4503311258278
 1343.45153432544,34.8258706467662,98.0132450331126
 1068.09312689955,25.3731343283582,47.682119205298
 1450.43079293721,43.7810945273632,99.3377483443709
 980.181504185623,21.8905472636816,52.317880794702
 1013.66685374955,33.8308457711443,94.7019867549669
 1222.65594360785,36.81592039801,41.7218543046358
 1393.59525486192,30.3482587064677,49.6688741721854
 1110.20985999087,27.363184079602,47.0198675496689
 1148.79199225204,38.3084577114428,67.5496688741722
 1221.95914673034,32.8358208955224,41.0596026490066
 1148.80104327198,41.2935323383085,80.1324503311258
 1326.96379795096,37.3134328358209,61.5894039735099
 831.233223300267,18.9054726368159,18.5430463576159
 1243.85269574555,29.3532338308458,21.8543046357616
 1298.83363921149,45.771144278607,91.3907284768212
 1126.74810995084,44.2786069651741,96.0264900662252
 1245.6000925221,42.2885572139303,82.1192052980132
 985.637472229443,37.3134328358209,98.0132450331126
 1241.64608010764,45.771144278607,82.7814569536424
 1161.71626154055,34.8258706467662,39.7350993377483
 1290.78758479831,37.3134328358209,34.4370860927152
 1124.90387480403,35.3233830845771,35.7615894039735
 1068.63428068026,30.8457711442786,45.0331125827815
 853.696745921427,22.3880597014925,52.317880794702
 1583.81858684766,39.3034825870647,50.9933774834437
 1208.98911393291,42.2885572139303,101.986754966887
 975.114644934679,36.81592039801,102.649006622517
 1142.56356060395,45.771144278607,97.3509933774834
 887.758177529999,20.8955223880597,54.3046357615894
 1265.17343658283,32.3383084577114,62.2516556291391
 1313.31589747721,37.8109452736318,98.6754966887417
 955.729201457981,27.363184079602,63.5761589403973
 1113.09017150389,38.3084577114428,96.6887417218543
 1370.75788347349,33.8308457711443,32.4503311258278
 1058.46491139622,26.3681592039801,28.476821192053
 1214.68181183602,26.3681592039801,27.1523178807947
 1299.98057049083,45.771144278607,88.0794701986755
 873.436134558121,38.8059701492537,78.8079470198676
 1006.47342512248,37.8109452736318,72.8476821192053
 1000.70727437965,34.8258706467662,82.7814569536424
 1252.24239636199,37.3134328358209,34.4370860927152
 1141.07733740468,38.8059701492537,84.1059602649007
 1240.85277954708,26.3681592039801,47.682119205298
