GA,5000,2.64,-1135.00
MIMIC,5000,29.26,100.00
RHC,600,0.01,59.00
SA,600,0.01,-154.00
GA,600,1.04,-997.00
MIMIC,600,5.36,91.00
RHC,700,0.01,64.00
SA,700,0.03,-50.00
GA,700,1.30,-943.00
MIMIC,700,5.77,98.00
RHC,800,0.02,62.00
SA,800,0.01,21.00
GA,800,0.92,-996.00
MIMIC,800,10.06,97.00
RHC,900,0.04,87.00
SA,900,0.01,43.00
GA,900,1.09,-998.00
MIMIC,900,10.98,96.00
RHC,100,0.00,-226.00
SA,100,0.00,-518.00
GA,100,0.20,-713.00
MIMIC,100,2.18,82.00
RHC,1000,0.05,83.00
SA,1000,0.02,23.00
GA,1000,1.49,-1149.00
MIMIC,1000,11.76,99.00
RHC,1100,0.04,78.00
SA,1100,0.02,58.00
GA,1100,1.72,-1150.00
MIMIC,1100,12.56,99.00
RHC,1200,0.04,93.00
SA,1200,0.02,76.00
GA,1200,1.92,-1142.00
MIMIC,1200,13.17,98.00
RHC,1300,0.04,90.00
SA,1300,0.01,82.00
GA,1300,2.33,-1165.00
MIMIC,1300,13.32,98.00
RHC,1400,0.02,88.00
SA,1400,0.02,94.00
GA,1400,2.64,-1175.00
MIMIC,1400,13.84,98.00
RHC,1500,0.06,94.00
SA,1500,0.02,89.00
GA,1500,2.34,-1200.00
MIMIC,1500,18.22,100.00
RHC,1600,0.03,99.00
SA,1600,0.02,92.00
GA,1600,2.53,-1210.00
MIMIC,1600,19.16,100.00
RHC,1700,0.04,98.00
SA,1700,0.01,91.00
GA,1700,2.73,-1164.00
MIMIC,1700,20.04,100.00
RHC,1800,0.02,100.00
SA,1800,0.02,94.00
GA,1800,3.07,-1204.00
MIMIC,1800,21.02,100.00
RHC,1900,0.04,100.00
SA,1900,0.03,94.00
GA,1900,3.37,-1113.00
MIMIC,1900,21.49,99.00
RHC,200,0.01,-85.00
SA,200,0.00,-398.00
GA,200,0.29,-925.00
MIMIC,200,3.23,83.00
RHC,2000,0.03,100.00
SA,2000,0.02,97.00
GA,2000,3.58,-1173.00
MIMIC,2000,21.82,100.00
RHC,2100,0.04,96.00
SA,2100,0.04,99.00
GA,2100,3.92,-1196.00
MIMIC,2100,22.36,100.00
RHC,2200,0.03,100.00
SA,2200,0.03,99.00
GA,2200,3.57,-1155.00
MIMIC,2200,27.91,100.00
RHC,2300,0.03,97.00
SA,2300,0.04,96.00
GA,2300,3.70,-1191.00
MIMIC,2300,29.29,100.00
RHC,2400,0.04,100.00
SA,2400,0.03,98.00
GA,2400,4.01,-1166.00
MIMIC,2400,29.88,100.00
RHC,2500,0.06,100.00
SA,2500,0.03,99.00
GA,2500,4.32,-1110.00
MIMIC,2500,30.82,100.00
RHC,2600,0.04,100.00
SA,2600,0.02,99.00
GA,2600,4.67,-1163.00
MIMIC,2600,31.75,100.00
RHC,2700,0.03,100.00
SA,2700,0.03,100.00
GA,2700,4.91,-1226.00
MIMIC,2700,31.90,100.00
RHC,2800,0.03,100.00
SA,2800,0.03,99.00
GA,2800,5.13,-1162.00
MIMIC,2800,32.20,99.00
RHC,2900,0.06,100.00
SA,2900,0.03,100.00
GA,2900,4.91,-1207.00
MIMIC,2900,34.30,100.00
RHC,300,0.01,-43.00
SA,300,0.00,-406.00
GA,300,0.41,-1054.00
MIMIC,300,4.14,92.00
RHC,3000,0.03,99.00
SA,3000,0.02,98.00
GA,3000,4.86,-1172.00
MIMIC,3000,35.68,100.00
RHC,3100,0.06,99.00
SA,3100,0.03,100.00
GA,3100,5.17,-1149.00
MIMIC,3100,36.19,100.00
RHC,3200,0.05,100.00
SA,3200,0.04,100.00
GA,3200,5.45,-1198.00
MIMIC,3200,37.45,100.00
RHC,3300,0.04,99.00
SA,3300,0.03,100.00
GA,3300,6.10,-1212.00
MIMIC,3300,37.31,100.00
