RHC,100,0.00,-342.00
SA,100,0.00,-656.00
GA,100,0.17,-877.00
MIMIC,100,2.18,-22.00
RHC,1000,0.04,-17.00
SA,1000,0.03,-82.00
GA,1000,1.54,-1074.00
MIMIC,1000,13.50,-0.00
RHC,1100,0.03,-8.00
SA,1100,0.02,-36.00
GA,1100,1.93,-1188.00
MIMIC,1100,14.16,-3.00
RHC,1200,0.03,-11.00
SA,1200,0.02,-22.00
GA,1200,2.16,-1074.00
MIMIC,1200,14.76,-1.00
RHC,1300,0.07,-11.00
SA,1300,0.03,-19.00
GA,1300,2.45,-1131.00
MIMIC,1300,15.32,-1.00
RHC,1400,0.03,-5.00
SA,1400,0.01,-9.00
GA,1400,2.88,-1116.00
MIMIC,1400,15.54,-1.00
RHC,1500,0.08,-10.00
SA,1500,0.03,-23.00
GA,1500,2.31,-1051.00
MIMIC,1500,19.07,-0.00
RHC,1600,0.02,-2.00
SA,1600,0.03,-7.00
GA,1600,2.52,-1148.00
MIMIC,1600,20.51,-1.00
RHC,1700,0.02,-3.00
SA,1700,0.03,-7.00
GA,1700,2.88,-1136.00
MIMIC,1700,21.53,-0.00
RHC,1800,0.07,-1.00
SA,1800,0.04,-8.00
GA,1800,3.00,-1235.00
MIMIC,1800,22.15,-1.00
RHC,1900,0.02,-1.00
SA,1900,0.06,-5.00
GA,1900,3.45,-1108.00
MIMIC,1900,22.50,-0.00
RHC,200,0.01,-214.00
SA,200,0.02,-646.00
GA,200,0.23,-955.00
MIMIC,200,3.26,-20.00
RHC,2000,0.06,-0.00
SA,2000,0.05,-7.00
GA,2000,3.87,-1133.00
MIMIC,2000,23.00,-1.00
RHC,2100,0.02,-0.00
SA,2100,0.05,-2.00
GA,2100,3.99,-1119.00
MIMIC,2100,23.11,-0.00
RHC,2200,0.05,-1.00
SA,2200,0.04,-3.00
GA,2200,3.36,-1109.00
MIMIC,2200,28.25,-1.00
RHC,2300,0.06,-1.00
SA,2300,0.03,-2.00
GA,2300,3.64,-1097.00
MIMIC,2300,28.92,-0.00
RHC,2400,0.06,-1.00
SA,2400,0.02,-0.00
GA,2400,3.88,-1183.00
MIMIC,2400,30.00,-0.00
RHC,2500,0.04,-0.00
SA,2500,0.02,-2.00
GA,2500,4.00,-1195.00
MIMIC,2500,31.04,-1.00
RHC,2600,0.02,-1.00
SA,2600,0.05,-0.00
GA,2600,4.39,-1191.00
MIMIC,2600,31.21,-1.00
RHC,2700,0.05,-0.00
SA,2700,0.03,-0.00
GA,2700,4.69,-1124.00
MIMIC,2700,33.58,-0.00
RHC,2800,0.03,-0.00
SA,2800,0.05,-1.00
GA,2800,5.05,-1173.00
MIMIC,2800,31.88,-0.00
RHC,2900,0.05,-1.00
SA,2900,0.03,-0.00
GA,2900,4.19,-1075.00
MIMIC,2900,36.67,-1.00
RHC,300,0.03,-157.00
SA,300,0.00,-677.00
GA,300,0.36,-988.00
MIMIC,300,4.51,-13.00
RHC,3000,0.06,-0.00
SA,3000,0.03,-1.00
GA,3000,4.49,-1159.00
MIMIC,3000,37.59,-0.00
RHC,3100,0.06,-0.00
SA,3100,0.03,-0.00
GA,3100,4.70,-1128.00
MIMIC,3100,38.35,-0.00
RHC,3200,0.05,-0.00
SA,3200,0.02,-0.00
GA,3200,4.78,-1167.00
MIMIC,3200,39.33,-0.00
RHC,3300,0.04,-0.00
SA,3300,0.03,-0.00
GA,3300,4.83,-1126.00
MIMIC,3300,39.87,-0.00
RHC,3400,0.03,-1.00
SA,3400,0.04,-1.00
GA,3400,5.56,-1154.00
MIMIC,3400,40.22,-0.00
RHC,3500,0.06,-0.00
SA,3500,0.03,-0.00
GA,3500,5.83,-1159.00
MIMIC,3500,40.33,-0.00
RHC,3600,0.05,-0.00
SA,3600,0.03,-0.00
